;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
1131;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Thune I, Brenn T, Lund E and Gaard M (1997) Physical activity and the risk of breast cancer. N Engl J Med 336: 1269–1275;;;;;;;
242;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Olson, E. O., & Eoyang, G. H. (2001). Facilitating organization change: Lessons from complexity science. San Francisco: Jossey-Bass/Pfeiffer.;;;;;;;
1150;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Coontz, Stephanie. 1992. The way we never were: American families and the nostalgia trap. New York:Basic Books.;;;;;;;
927;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Henley, J. (2006). Outsourcing the provision of software and ITenabled services to India. International Studies of Management & Organization, 36(4), 111-131.;;;;;;;
980;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Sawyer, Susana 2004 Crude Chronicles: Indigenous Politics, Multinational Oil, and Neoliberalism in Ecuador. Durham, NC: Duke University Press.;;;;;;;
1264;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Popper, K.R. (1984). Logik der Forschung (8. Aufl.). Tübingen: Mohr.;;;;;;;
1054;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Delay BS, Smolinski RJ, Wind WM, Bowman DS. Current practices and opinions in ACL reconstruction and rehabilitation: results of a survey of the American Orthopedic Society for Sports Medicine. Am J Knee Surg. 2001;14:85-91.";;;;;;;
189;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Brown, J., & Issacs, D. (2005). World café: Shaping our futures through conversations that matter. San Francisco: Berrett-Koehler.;;;;;;;
741;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Chandra, A., & Batada, A. (2006). Exploring stress and coping among urban African American adolescents: The shifting the lens study. Preventing Chronic Disease. Public Health Research, Practice, and Policy, 3, 1-10.;;;;;;;
637;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Fields, J. (2001). Living arrangements of children: Fall 1996. Current Population Reports, P70–74.Washington DC: U.S. Census Bureau.;;;;;;;
104;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Jekielek, S. M., Moore, K. A., Hair, E. C., & Scarupa, H. J. (2002). Mentoring: A promising strategy for youth development. Washington, DC: Child Trends.;;;;;;;
594;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Zimmerman, D. H., & West, C. (1975). Sex roles, interruptions, and silences in conversations. In B. Thorne&N. Henley (Eds.), Language and gender: Differences in dominance(pp. 105-129). Rowley, MA: Newbury.;;;;;;;
9;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Foubert, J. D. (2000). The longitudinal effects of a rape-prevention program on fraternity men’s attitudes, behavioral intent, and behavior. Journal of American College Health, 48, 158-163.;;;;;;;
614;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Jansen T., & Wildemeersch, D. (1998). Beyond the myth of selfactualisation: Re-inventing the community perspective in adult education. Adult Education Quarterly, 48, 216-226.;;;;;;;
900;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Ross, D. (1992) Origins of American Social Science. Cambridge: Cambridge University Press.;;;;;;;
694;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Elias, N. (2000) The Civilizing Process: Sociogenetic and Psychogenetic Investigations. London: Blackwell. (Orig. pub. 1939.);;;;;;;
1308;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Elias, Norbert & Scotson, John L. (1965/1993). Etablierte und Außenseiter. Frankfurt/M.: Suhrkamp.;;;;;;;
350;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Andersen, Thomas Barnebeck, Henrik Hansen, and Thomas Markussen. 2006. “US Politics and World Bank ida-Lending.” Journal of Development Studies 42, no. 5: 772–94.;;;;;;;
47;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Clarke, S. (1999). The formation of a labour market in Russia. Cheltenham,UK: Edward Elgar.;;;;;;;
295;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;of Taguchi-Type Experiments.” Applied Stochastic Models and Data Analysis 7:107–20.;;;;;;;
1344;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;König, Rene (1984). Soziologie und Ethnologie. Kölner Zeitschrift für Soziologie und Sozialpsychologie, Sonderheft 26: Ethnologie als Sozialwissenschaft, 17-35.;;;;;;;
1320;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Freud, Sigmund (1937/1975). Die endliche und die unendliche Analyse. In ders, Studienausgabe, Ergänzungsband: Schriften zur Behandlngstechnik(S.351-392). Frankfurt/M.: Fischer.;;;;;;;
1011;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Weinrich SP, Weinrich MC, Atwood J, et al. Predictors of faecal blood screening among older socioeconomically disadvantaged Americans: a replication study. Patient Educ Couns 1998; 34: 103-14.";;;;;;;
1020;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;?Biddle, S. and Mutrie, N. (1991) The Psychology of Physical Activity. London: Springer-Verlag.;;;;;;;
516;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Eagly, A. H. (1983). Gender and social influence:Asocial psychological analysis. American Psychologist, 38, 971-981.;;;;;;;
297;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Park, R. E. 1966. “Estimation with Heteroscedastic Error Terms.” Econometrica 34:888.;;;;;;;
953;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Brady, Henry E. and David Collier (eds.) 2004 Rethinking Social Inquiry: Diverse Tools, Shared Standards. Lanham, MD: Rowman and Littlefield.;;;;;;;
1319;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Freud, Sigmund (1926/1975). Die Frage der Laienanalyse. Unterredung mit einem Unparteiischen. In ders, Studienausgabe, Ergänzungsband: Schriften zur Behandlngstechnik (S.271-349). Frankfurt/M.: Fischer.;;;;;;;
372;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, and Jan-Egbert Sturm. 2006. “Do imf and World Bank Influence Voting in the UN General Assembly? ” kof Working Paper 137.;;;;;;;
1048;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human Kinetics; 2007:183-188.";;;;;;;
487;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Shaw, J. (1998) ‘The interpretation of European Union citizenship’, Modern Law Review 61(3): 293–317.;;;;;;;
0;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;?Berg, D. R. (1993). The use of rape-specific empathy induction on rape education for college men: A theoretical and empirical examination. Unpublished master’s thesis, University of Illinois, Urbana–Champaign.;;;;;;;
471;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Downes, T. (2001) ‘Market Citizenship: Functionalism and Fig-leaves’, in Bellamy, R. and Warleigh, A.(eds.) Citizenship and Governance in the European Union, New York: Continuum, pp. 93–106.;;;;;;;
993;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Goyder E, Barrat A, Irwig LM. Telling people about screening programmes and screening test results: how can we do better? J Med Screen 2000; 7: 123-6.";;;;;;;
208;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Fineman, S. (2006). On being positive: Concerns and counterpoints. Academy of Management Review, 31, 270-291.;;;;;;;
1372;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Saner, Hans (1967/1987). Kants Polemiken gegen die Zeitgenossen. In Klaus Piper (Hg.), Lust am Denken. Ein Lesebuch aus Philosophie, Natur und Humanwissenschaften 1947-1981 (S.283-293). München: Piper.;;;;;;;
174;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Argyris, C. (1957). Personality and organization. New York: Harper & Row.;;;;;;;
345;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201016508-1177#S#1468794109348687.txt;Spencer, L., Ritchie, J., Lewis, J. and Dillon, L. (2003) Quality in Qualitative Evaluation. London: National Centre for Social Research.;;;;;;;
1369;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Reichenbach, Hans (1938/1970). Experience and Prediction. An Analysis of the Foundations and the Structure of Knowledge. Chicago, London: The University of Chicago Press.;;;;;;;
325;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Kavanagh, B. (2006). Teaching in a First Nations school: An information handbook for teachers new to First Nations schools. Vancouver, British Columbia: First Nations Schools Association.;;;;;;;
984;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Webber, Jeffery R. 2005 “Left-indigenous struggles in Bolivia: searching for revolutionary democracy.” Monthly Review 57 (September): 34–48.;;;;;;;
1356;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Lévi-Strauss, Claude & Eribon, Didier (1989). Das Nahe und das Ferne. Eine Autobiographie in Gesprächen. Frankfurt/M.: Fischer.;;;;;;;
369;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Domar, Evsey. 1946. “Capital Expansion, Rate of Growth, and Employment.” Econometrica 14: 137–47.;;;;;;;
666;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Strauss, A., & Corbin, J. (2007). Basics of qualitative research: Techniques and procedures for developing grounded theory (3nd edn). Thousand Oaks, CA: Sage.;;;;;;;
756;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Gaither, G. A., & Sellbom, M. (2003). The sexual sensation seeking scale: Reliability and validity within a heterosexual college student sample. Journal of Personality Assessment, 81, 157-167.;;;;;;;
168;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt;Soothill , K. , Francis , B. and Ackerley , E. ( 2007 ), ‘ Do Dogs that Bark also Bite? Threats to Kill A Criminal Profi le of Persons Convicted 1963 – 2001 ’ , paper presented at the American Society of Criminology conference in Atlanta, November 2007 .;;;;;;;
626;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Bray, J. (1992). Family relationships and children’s adjustment in clinical and nonclinical stepfather families. Journal of Family Psychology, 6, 60–68.;;;;;;;
484;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;O’Leary, S. (1999) ‘Putting flesh on the bones of European Union citizenship’, European Law Review 24: 68–79.;;;;;;;
523;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Frank, E. J. (1988). Business students’ perceptions of women in management. Sex Roles, 19, 107-118.;;;;;;;
307;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;———. 2006. Punishment and Inequality in America. New York: Russell Sage Foundation.;;;;;;;
1141;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200908177-1111#S#j#P#1528-3585#P#2008#P#00359#P#x.txt;Le Melle, Tilden J. (1970) Public Policy and Anti-Black Discrimination in the United States. In Report on the International Research Conference on Race Relations, edited by George W. Shepherd, Jr. and Oscar Schacter. pp. 132–143, Aspen, CO: UNITAR, CIRR, Aspen Institute.;;;;;;;
75;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200720835-1177#S#0263276406065112.txt;Comte, A. (1973) The Catechism of Positive Religion, trans. R. Congreve. Clifton, NJ: August Kelley.;;;;;;;
1361;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Monod, Jacques (1971/1987). Erkennen und Ethik. In Klaus Piper (Hg.), Lust am Denken. Ein Lesebuch aus Philosophie, Natur- und Humanwissenschaften 1947-1981 (S. 105-118). München: Piper.;;;;;;;
405;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;———. 2000. “When Is Foreign Aid Policy Credible? Aid Dependence and Conditionality.” Journal of Development Economics 61, no. 1: 61–84.;;;;;;;
752;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Frydenberg, E., & Lewis, R. (1996). Adolescent coping scale [Spanish adaptation of J. Pereña & N. Seisdedos]. Madrid, Spain: TEA Ediciones (Original work published 1993).;;;;;;;
1327;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Graumann, Carl F. (1994). Die Forschergruppe: Zum Verhältnis von Sozialpsychologie und Wissenschaftsforschung. In Walter M. Sprondel (Hg.), Die Objektivität der Ordnungen und ihre kommunikative Konstruktion: Für Thomas Luckmann (S.381-403). Frankfurt/M.: Suhrkamp.;;;;;;;
646;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Hetherington, E. (1987). Family relations six years after divorce. In K. Pasley & M. Ihinger- Tallman (Eds.), Remarriage and stepparenting: Current research and theory. New York: Guilford Press.;;;;;;;
1281;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Wilke, S. (1992). Die erste Begegnung. Eine konversations- und inhaltsanalytische Untersuchung der Interaktion im psychoanalytischen Erstgespräch. Heidelberg: Asanger.;;;;;;;
112;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Rich, M., & Ginsburg, K. R. (1999). The reason and rhyme of qualitative research: Why, when, and how to use qualitative methods in the study of adolescent health. Journal of Adolescent Health, 25, 371-378.;;;;;;;
247;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Porras, J. I., & Robertson, P. J. (1992). Organization development: Theory, practice and research. In M. D. Dunnette & L. M. Hough (Eds.), Handbook of industrial and organizational psychology (Vol. 3, pp. 719-882). Palo Alto, CA: Consulting Psychologists Press.;;;;;;;
596;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Denzin, N. (1992). Symbolic interactionism and cultural studies. Oxford: Blackwell.;;;;;;;
902;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Simpson, C. (1994) Science of Coercion: Communication Research and Psychological Warfare 1945–1960. Oxford: Oxford University Press.;;;;;;;double line 87
497;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Bass, B. (1981). Stodgill’s handbook of leadership. New York: Free Press.;;;;;;;
758;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Gómez-Fraguela, J. A., Luengo-Martín, A., Romero-Triñanes, E., Villar-Torres, P., & Sobral-Fernández, J. (2006). Estrategias de afrontamiento en el inicio de la adolescencia y su relación con el consumo de drogas y la conducta problemática [Coping strategies in early adolescence and their relation to drug use and problem behavior]. International Journal of Clinical and Health Psychology, 6, 581-597.;;;;;;;
