ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
one_296882,"ZAPF, W. (1994a): Modernisierung und Modernisierungstheorien. In: ZAPF, W. (Hrsg.): Modernisierung, Wohlfahrtsentwicklung und Transformation. Soziologische Aufsätze 1987-1994. Berlin, S. 111-127 (Ursprünglich erschienen in: ZAPF, W. (Hrsg): Die Modernisierung moderner Gesellschaften. Frankfurt am Main, S. 29-48).",['gesis-ssoar-50933'],"ZAPF, W. (1994a): Modernisierung und Modernisierungstheorien. In: ZAPF, W. (Hrsg.): Modernisierung, Wohlfahrtsentwicklung und Transformation. Soziologische Aufsätze 1987-1994. Berlin, S. 111-127 (Ursprünglich erschienen in: ZAPF, W. (Hrsg): Die Modernisierung moderner Gesellschaften. Frankfurt am Main, S. 29-48).","['Modernisierung und Modernisierungstheorien.', 'Modernisierung, Wohlfahrtsentwicklung und Transformation. Soziologische Aufsätze 1987-1994.']","['ZAPF, W.', 'ZAPF, W.']","['In:', '(Hrsg.):', 'S.', 'in:', '(Hrsg):', 'S.']",['W.'],,"['Berlin,']","['111-127', '29-48).']",,"['(Ursprünglich erschienen', 'Die Modernisierung moderner Gesellschaften. Frankfurt am Main,']","['ZAPF,']",,,['(1994a):']
one_460547,"Kupfer, Torsten: Das rückständige Anhalt? Anmerkungen zum wirtschaftlichen Entwicklungsstand in der Mitte des 19. Jahrhunderts, in: Mitteilungen des Vereins für Anhaltische Landeskunde, Köthen, 2 (1993), S. 144-151.",,"Kupfer, Torsten: Das rückständige Anhalt? Anmerkungen zum wirtschaftlichen Entwicklungsstand in der Mitte des 19. Jahrhunderts, in: Mitteilungen des Vereins für Anhaltische Landeskunde, Köthen, 2 (1993), S. 144-151.","['Das rückständige Anhalt? Anmerkungen zum wirtschaftlichen Entwicklungsstand in der Mitte des 19. Jahrhunderts,']",,"['in:', 'S.']",['Torsten:'],,,['144-151.'],,"['Mitteilungen des Vereins für Anhaltische Landeskunde, Köthen,']","['Kupfer,']",,['2'],"['(1993),']"
one_206592,"Landschulze, Maren (2000a): Befragungsergebnisse. - [Online-Dokument] URL: http://www.uni-kiel.de/zif/internet/befrag.htm (gesehen am 03.05.00)",,"Landschulze, Maren (2000a): Befragungsergebnisse. - [Online-Dokument] URL: http://www.uni-kiel.de/zif/internet/befrag.htm (gesehen am 03.05.00)",['Befragungsergebnisse.'],,['- [Online-Dokument] URL:'],['Maren'],,['(gesehen am 03.05.00)'],,,,"['Landschulze,']",['http://www.uni-kiel.de/zif/internet/befrag.htm'],,['(2000a):']
one_840407,"May, H., Weinhold, N. (2006). Sehnsucht nach ‚mainstream‘. In: neue energie 04/ 2006, 72-75",,"May, H., Weinhold, N. (2006). Sehnsucht nach ‚mainstream‘. In: neue energie 04/ 2006, 72-75",['Sehnsucht nach ‚mainstream‘.'],,"['In:', '2006,']","['H.,', 'N.']",,,['72-75'],,['neue energie'],"['May,', 'Weinhold,']",,['04/'],['(2006).']
one_217378,"Costanza, R., Fisher, B., Ali, S., Beer, C., Bond, L., Boumans, R., Danigelis, N.L., Dickinson, J., Elliott, C., Farley, J., Gayer, D.E., Glenn, L.M., Hudspeth, T., Mahoney, D., McCahill, L., McIntosh, B., Reed, B., Rizvi, S.A.T., Rizzo, D.M., Simpatico, T., Snapp, R., 2007. Quality of life: An approach integrating opportunities, human needs, and subjective well-being. Ecological Economics 61, 267-276, doi: doi:10.1016/j.ecolecon.2006.02.023.",,"Costanza, R., Fisher, B., Ali, S., Beer, C., Bond, L., Boumans, R., Danigelis, N.L., Dickinson, J., Elliott, C., Farley, J., Gayer, D.E., Glenn, L.M., Hudspeth, T., Mahoney, D., McCahill, L., McIntosh, B., Reed, B., Rizvi, S.A.T., Rizzo, D.M., Simpatico, T., Snapp, R., 2007. Quality of life: An approach integrating opportunities, human needs, and subjective well-being. Ecological Economics 61, 267-276, doi: doi:10.1016/j.ecolecon.2006.02.023.",,,,"['R.,', 'B.,', 'S.,', 'C.,', 'L.,', 'R.,', 'N.L.,', 'J.,', 'C.,', 'J.,', 'D.E.,', 'L.M.,', 'T.,', 'D.,', 'L.,', 'B.,', 'B.,', 'S.A.T.,', 'D.M.,', 'T.,', 'R.,']",,['doi: doi:10.1016/j.ecolecon.2006.02.023.'],"['267-276,']",,"['Quality of life: An approach integrating opportunities, human needs, and subjective well-being. Ecological Economics']","['Costanza,', 'Fisher,', 'Ali,', 'Beer,', 'Bond,', 'Boumans,', 'Danigelis,', 'Dickinson,', 'Elliott,', 'Farley,', 'Gayer,', 'Glenn,', 'Hudspeth,', 'Mahoney,', 'McCahill,', 'McIntosh,', 'Reed,', 'Rizvi,', 'Rizzo,', 'Simpatico,', 'Snapp,']",,"['61,']",['2007.']
one_493094,"Raffée, Hans/ Wiedmann, Klaus-Peter (1988): Der Wertewandel als Herausforderung für Marketingforschung und Marketingpraxis, in: Marketing, 10/3, 198-210.",,"Raffée, Hans/ Wiedmann, Klaus-Peter (1988): Der Wertewandel als Herausforderung für Marketingforschung und Marketingpraxis, in: Marketing, 10/3, 198-210.","['Der Wertewandel als Herausforderung für Marketingforschung und Marketingpraxis,']",,['in:'],"['Hans/', 'Klaus-Peter']",,,['198-210.'],,"['Marketing,']","['Raffée,', 'Wiedmann,']",,"['10/3,']",['(1988):']
one_252851,"Mathiesen, T. (1965) The Defences of the Weak. A Sociological Study of a Norwegian Correctional Institution. London: Tavistock.",,"Mathiesen, T. (1965) The Defences of the Weak. A Sociological Study of a Norwegian Correctional Institution. London: Tavistock.",['The Defences of the Weak. A Sociological Study of a Norwegian Correctional Institution.'],,,['T.'],,['London:'],,['Tavistock.'],,"['Mathiesen,']",,,['(1965)']
one_987573,"Lakić, Igor. (2013): Jezička slika Crne Gore [A linguistic portrait of Montenegro]. In: Vesna Požgaj Hadži (ed.): Jezik između lingvistike i politike [Language between Linguistics and Politics]. Beograd: Biblioteka XX vek, pp. 133–158.",,"Lakić, Igor. (2013): Jezička slika Crne Gore [A linguistic portrait of Montenegro]. In: Vesna Požgaj Hadži (ed.): Jezik između lingvistike i politike [Language between Linguistics and Politics]. Beograd: Biblioteka XX vek, pp. 133–158.","['Jezička slika Crne Gore [A linguistic portrait of Montenegro].', 'Jezik između lingvistike i politike [Language between Linguistics and Politics].']",['Vesna Požgaj Hadži'],"['In:', '(ed.):']",['Igor.'],,['Beograd:'],['133–158.'],"['Biblioteka XX vek, pp.']",,"['Lakić,']",,,['(2013):']
one_319906,"Sü~e, H. et al. (1987): Jugend in kleinen und mittleren Dörfern. Forschungsbericht. ZIJ. Leipzig","[' gesis-ssoar-40075', 'gesis-solis-00137768']","Sü~e, H. et al. (1987): Jugend in kleinen und mittleren Dörfern. Forschungsbericht. ZIJ. Leipzig",['Jugend in kleinen und mittleren Dörfern. Forschungsbericht. ZIJ.'],,,"['H.', 'al.']",,['Leipzig'],,,,"['Sü~e,', 'et']",,,['(1987):']
one_484896,"EßELING, D. / IRSIGLER, F. (Bearbb.), Getreideumsatz, Getreide- und Brotpreise in Köln 1368-1797. Erster Teil: Getreideumsatz und Getreidepreise: Wochen-, Monats- und Jahrestabelle, Köln / Wien 1976 (= Mitteilungen aus dem Stadtarchiv von Köln 65)",,"EßELING, D. / IRSIGLER, F. (Bearbb.), Getreideumsatz, Getreide- und Brotpreise in Köln 1368-1797. Erster Teil: Getreideumsatz und Getreidepreise: Wochen-, Monats- und Jahrestabelle, Köln / Wien 1976 (= Mitteilungen aus dem Stadtarchiv von Köln 65)","['Getreideumsatz, Getreide- und Brotpreise in Köln 1368-1797. Erster Teil: Getreideumsatz und Getreidepreise: Wochen-, Monats- und Jahrestabelle,']",,['/'],"['D.', 'F.']",,['Köln / Wien'],,,['(= Mitteilungen aus dem Stadtarchiv von Köln'],"['EßELING,', 'IRSIGLER,']",,['65)'],"['(Bearbb.),', '1976']"
one_22006,"Fletcher A, Bonell C, Hargreaves J (2008) School effects on young people's drug use: A systematic review of intervention and observational studies. J Adolesc Health 42: 209- 220. doi: 10.1016/j.jadohealth.2007.09.020",['csa-assia-200811503'],"Fletcher A, Bonell C, Hargreaves J (2008) School effects on young people's drug use: A systematic review of intervention and observational studies. J Adolesc Health 42: 209- 220. doi: 10.1016/j.jadohealth.2007.09.020","[""School effects on young people's drug use: A systematic review of intervention and observational studies.""]",,,"['Fletcher', 'C,', 'J']",,['doi: 10.1016/j.jadohealth.2007.09.020'],['209- 220.'],,['J Adolesc Health'],"['A, Bonell', 'Hargreaves']",,['42:'],['(2008)']
one_1069387,"Nash, Catherine (2004), »Genetic kinship«, Cultural Studies, Jg. 18, S. 1–33.","['csa-sa-200419680', 'csa-assia-292123 ']","Nash, Catherine (2004), »Genetic kinship«, Cultural Studies, Jg. 18, S. 1–33.","['»Genetic kinship«, Cultural Studies,']",,"['Jg.', 'S.']",['Catherine'],,,['1–33.'],,,"['Nash,']",,"['18,']","['(2004),']"
one_75765,"Ministerium für Städtebau und Wohnen, Kultur und Sport des Landes Nordrhein-Westfalen (MSWKS) (Hrsg.) (2001): Business Improvement Districts (BIDs) – Untersuchung von BIDs in Bezug auf Möglichkeiten und Grenzen einer Übertragbarkeit auf innerstädtische Geschäftsquartiere in NordrheinWestfalen. Düsseldorf. In: http://www.d-plan.de/Bid-Gutachten16.pdf vom 16.04.2004.",,"Ministerium für Städtebau und Wohnen, Kultur und Sport des Landes Nordrhein-Westfalen (MSWKS) (Hrsg.) (2001): Business Improvement Districts (BIDs) – Untersuchung von BIDs in Bezug auf Möglichkeiten und Grenzen einer Übertragbarkeit auf innerstädtische Geschäftsquartiere in NordrheinWestfalen. Düsseldorf. In: http://www.d-plan.de/Bid-Gutachten16.pdf vom 16.04.2004.","['Ministerium für Städtebau und Wohnen, Kultur und Sport des Landes Nordrhein-Westfalen (MSWKS) (Hrsg.)', 'Business Improvement Districts (BIDs) – Untersuchung von BIDs in Bezug auf Möglichkeiten und Grenzen einer Übertragbarkeit auf innerstädtische Geschäftsquartiere in NordrheinWestfalen. Düsseldorf.']",,['In:'],,,['vom 16.04.2004.'],,,,,['http://www.d-plan.de/Bid-Gutachten16.pdf'],,['(2001):']
one_94149,"Knorr Cetina, Karin (2005): Complex Global Microstructures. The New Terrorist Societies. In: Theory, Culture & Society, H. 5: 213-234","['csa-sa-200606270', ' csa-assia-200701807']","Knorr Cetina, Karin (2005): Complex Global Microstructures. The New Terrorist Societies. In: Theory, Culture & Society, H. 5: 213-234",['Complex Global Microstructures. The New Terrorist Societies.'],,['In:'],"['Knorr', 'Karin']",,,['213-234'],,"['Theory, Culture  Society, H.']","['Cetina,']",,['5:'],['(2005):']
one_884675,"Baethge, M., Hantsche, B., Pelull, W. & Voskamp, U. (1988). Jugend. Arbeit und Identität. Leske & Budrich, Opladen","[' gesis-bib-103994', 'gesis-solis-00113438', ' fes-bib-186167', ' fis-bildung-219618', ' iab-litdok-I881108F13', ' ubk-opac-LY000151501', ' csa-pais-1989-0010540', ' fis-bildung-374181']","Baethge, M., Hantsche, B., Pelull, W. & Voskamp, U. (1988). Jugend. Arbeit und Identität. Leske & Budrich, Opladen",['Jugend. Arbeit und Identität.'],,,"['M.,', 'B.,', 'W.', 'U.']",,"['Leske', 'Budrich, Opladen']",,,,"['Baethge,', 'Hantsche,', 'Pelull,', 'Voskamp,']",,,['(1988).']
one_1155121,"List, John A. y Michael Price (2013). Using efild experiment in environmental and resource economics. Working Paper, 19289. Cambridge, MA: NBER.",,"List, John A. y Michael Price (2013). Using efild experiment in environmental and resource economics. Working Paper, 19289. Cambridge, MA: NBER.",['Using efild experiment in environmental and resource economics.'],,['y'],"['John A.', 'Michael']",,"['Cambridge, MA:']",,['NBER.'],"['Working Paper,']","['List,', 'Price']",,,"['(2013).', '19289.']"
one_430782,"Rostow, W. (1964). The Stages of Economic Growth: A Non-Communist Manifesto. London: Cambridge University Press.",,"Rostow, W. (1964). The Stages of Economic Growth: A Non-Communist Manifesto. London: Cambridge University Press.",['The Stages of Economic Growth: A Non-Communist Manifesto.'],,,['W.'],,['London:'],,['Cambridge University Press.'],,"['Rostow,']",,,['(1964).']
one_408270,"Trost, J. (1977): The family life cycle: A problematic approach, in: Cuisenier, J. (ed.): Le cycle de la vie dans les socikt6s europkemes, Paris.",,"Trost, J. (1977): The family life cycle: A problematic approach, in: Cuisenier, J. (ed.): Le cycle de la vie dans les socikt6s europkemes, Paris.","['The family life cycle: A problematic approach,']","['Cuisenier, J.']","['in:', '(ed.):']",['J.'],,['Paris.'],,,"['Le cycle de la vie dans les socikt6s europkemes,']","['Trost,']",,,['(1977):']
one_363818,"Rose, H . (Hrsg.): Programmieren in der Werkstatt - Perspektiven für Facharbeit mit CNCMaschinen, Frankfurt/München 1990.",,"Rose, H . (Hrsg.): Programmieren in der Werkstatt - Perspektiven für Facharbeit mit CNCMaschinen, Frankfurt/München 1990.","['Programmieren in der Werkstatt - Perspektiven für Facharbeit mit CNCMaschinen,']",,['. (Hrsg.):'],['H'],,['Frankfurt/München'],,,,"['Rose,']",,,['1990.']
one_128256,"Foucault, Michel (1977). Der Wille zum Wissen. Frankfurt am Main: Suhrkamp.","['ubk-opac-HL004188892', 'gesis-solis-00121715', ' gesis-solis-00121715']","Foucault, Michel (1977). Der Wille zum Wissen. Frankfurt am Main: Suhrkamp.",['Der Wille zum Wissen.'],,,['Michel'],,['Frankfurt am Main:'],,['Suhrkamp.'],,"['Foucault,']",,,['(1977).']
one_352985,"______. Participação da comunidade na gestão democrática da escola pública. In: ______. Gestão democrática da escola pública. 8.ed. São Paulo: Editora Ática, 2002. (Série Educação em Ação).",,"______. Participação da comunidade na gestão democrática da escola pública. In: ______. Gestão democrática da escola pública. 8.ed. São Paulo: Editora Ática, 2002. (Série Educação em Ação).",['______. Participação da comunidade na gestão democrática da escola pública.'],,['In:'],,,,,,"['______. Gestão democrática da escola pública. 8.ed. São Paulo: Editora Ática, 2002. (Série Educação em Ação).']",,,,
one_317259,"von Otter, C./Svensson, L. (1997): Den enes bröd är den andres bröd. Forskarstation Bergslagen/Arbetslivsinstitutet. About the author Casten von Otter, professor emeritus, Swedish Institute of Working Life. E-Mail: Casten.vo@gmail.com.",,"von Otter, C./Svensson, L. (1997): Den enes bröd är den andres bröd. Forskarstation Bergslagen/Arbetslivsinstitutet. About the author Casten von Otter, professor emeritus, Swedish Institute of Working Life. E-Mail: Casten.vo@gmail.com.","['Den enes bröd är den andres bröd. Forskarstation Bergslagen/Arbetslivsinstitutet. About the author Casten von Otter, professor emeritus, Swedish Institute of Working Life.']",,['von'],['L.'],,['E-Mail:'],,['Casten.vo@gmail.com.'],,"['Otter, C./Svensson,']",,,['(1997):']
one_334258,"Eßer, F. (2010): Kindheit zwischen Familie und Wohlfahrtsstaat. Ein historischer Rückblick. Forum Erziehungshilfen, 46, 3, S. 68-72.",['dzi-solit-000185217'],"Eßer, F. (2010): Kindheit zwischen Familie und Wohlfahrtsstaat. Ein historischer Rückblick. Forum Erziehungshilfen, 46, 3, S. 68-72.",['Kindheit zwischen Familie und Wohlfahrtsstaat. Ein historischer Rückblick.'],,['S.'],['F.'],"['3,']",,['68-72.'],,"['Forum Erziehungshilfen,']","['Eßer,']",,"['46,']",['(2010):']
one_55103,"IISS Strategic Dossier 2007: Nuclear Black Markets: Pakistan, A.Q. Khan and the Rise of Proliferation Networks.",['bszbw-wao-390351849'],"IISS Strategic Dossier 2007: Nuclear Black Markets: Pakistan, A.Q. Khan and the Rise of Proliferation Networks.","['IISS Strategic Dossier 2007: Nuclear Black Markets: Pakistan, A.Q. Khan and the Rise of Proliferation Networks.']",,,,,,,,,,,,
one_986711,"Pulancas, N. (1978). Klase u Savremenom Kapitalizmu. Zagreb: Nolit.",,"Pulancas, N. (1978). Klase u Savremenom Kapitalizmu. Zagreb: Nolit.",['Klase u Savremenom Kapitalizmu.'],,,['N.'],,['Zagreb:'],,['Nolit.'],,"['Pulancas,']",,,['(1978).']
one_1076597,"Schein, Edgar H. (1980): Organisationspsychologie. Wiesbaden.",['ubk-opac-HL001773429'],"Schein, Edgar H. (1980): Organisationspsychologie. Wiesbaden.",['Organisationspsychologie.'],,,['Edgar'],,['Wiesbaden.'],,,,"['Schein,', 'H.']",,,['(1980):']
one_677346,"H AYS , W. (1980) Statistics for the Social Sciences, 2nd edn. London: Holt, Rinehart & Winston, Inc.",,"H AYS , W. (1980) Statistics for the Social Sciences, 2nd edn. London: Holt, Rinehart & Winston, Inc.","['Statistics for the Social Sciences, 2nd edn.']",,,"['H', 'W.']",,"['London: Holt, Rinehart', 'Winston, Inc.']",,,,"['AYS ,']",,,['(1980)']
one_1112238,Bundesverband Deutscher Stiftungen (Hrsg.) (2005): Verzeichnis Deutscher Stiftungen. Berlin: Berliner Wissenschaftsverlag,,Bundesverband Deutscher Stiftungen (Hrsg.) (2005): Verzeichnis Deutscher Stiftungen. Berlin: Berliner Wissenschaftsverlag,['Verzeichnis Deutscher Stiftungen.'],"['one_1112238,Bundesverband Deutscher Stiftungen']",['(Hrsg.)'],,,['Berlin:'],,['Berliner Wissenschaftsverla'],,,,,['(2005):']
one_173788,"Muggleton, D. (2000). Inside Subculture: The Postmodern Meaning of Style. London; New York: Berg.",['ubk-opac-HL000308849'],"Muggleton, D. (2000). Inside Subculture: The Postmodern Meaning of Style. London; New York: Berg.",['Inside Subculture: The Postmodern Meaning of Style.'],,,['D.'],,['London; New York:'],,['Berg.'],,"['Muggleton,']",,,['(2000).']
one_596732,"Strodthoff, Glenn G. et al.: Media Roles in a Social Movement. A Model of Ideology Diffusion, in: The Journal of Communication 35 (1985), 134-153.",['csa-sa-86Q5207'],"Strodthoff, Glenn G. et al.: Media Roles in a Social Movement. A Model of Ideology Diffusion, in: The Journal of Communication 35 (1985), 134-153.","['Model of Ideology Diffusion,']","['al.: Media Roles', 'Social Movement.']","['et', 'in a', 'A', 'in:']",['Glenn G.'],,,['134-153.'],,['The Journal of Communication'],"['Strodthoff,']",,['35'],"['(1985),']"
one_790921,"Moerman, M. (1988). Talking culture. University of Pennsylvania Press, Philadelphia",,"Moerman, M. (1988). Talking culture. University of Pennsylvania Press, Philadelphia","['Talking culture. University of Pennsylvania Press,']",,,['M.'],,['Philadelphia'],,,,"['Moerman,']",,,['(1988).']
one_57182,"Kelle, Udo (2004). Computer Assisted Qualitative Data Analysis. In David Silverman, Giampetro Gobo, Clive Seale & Jaber F. Gubrium (Eds.), Qualitative Research Practice (pp.473-489). London: Sage.",,"Kelle, Udo (2004). Computer Assisted Qualitative Data Analysis. In David Silverman, Giampetro Gobo, Clive Seale & Jaber F. Gubrium (Eds.), Qualitative Research Practice (pp.473-489). London: Sage.",['Computer Assisted Qualitative Data Analysis.'],['Jaber F. Gubrium'],"['In', '(Eds.),']","['Udo', 'David', 'Giampetro', 'Clive Seale']",,['London:'],,['Sage.'],['Qualitative Research Practice (pp.473-489).'],"['Kelle,', 'Silverman,', 'Gobo,']",,,['(2004).']
